region,country,type_group,n_objects
Unknown,Italy (?),Ceramics,1
Unknown,Italy (?),Miscellaneous,1
Unknown,Italy (?),Sculpture-Stone,1
Unknown,Italy (?),Stone,1
Unknown,Italy (North),Glass-Vessels,1
Unknown,Italy ?,Miscellaneous,1
Unknown,Italy ?,Sampler,1
Unknown,Italy(?),Metalwork,1
Unknown,Italy(?),Sculpture,1
Unknown,Italy?,Aerophone-Lip Vibrated,1
Unknown,Italy?,Aerophone-Lip Vibrated-horn,1
Unknown,Italy?,Aerophone-Lip Vibrated-trumpet / trombone,1
Unknown,Italy?,Aerophone-Whistle Flute-recorder,1
Unknown,Italy?,Chordophone-Zither-plucked,1
Unknown,Italy?,Idiophone-Concussion,1
Unknown,Itay,Drawing,1
Unknown,Ivory Coast,Idiophone-Struck-bell-clapper,1
Unknown,Ivory Coast,Idiophone-Struck-bell-without clapper,1
Unknown,Ivory Coast,Membranophone-single-headed / conical drum,1
Unknown,Ivory Coast,Membranophone-single-headed / cylindrical drum,1
Unknown,Ivory:  Ottonian,Metalwork,1
Unknown,Japan?,Sculpture,1
Unknown,Japan?,Textile,1
Unknown,Japanese (?),Print,1
Unknown,Java,Jewelry,1
Unknown,Java,Textiles-Costumes,1
Unknown,Jordan,Stone,1
Unknown,Kenya,Beads-Containers,1
Unknown,Kenya,Idiophone-Shaken-rattle,1
Unknown,Kenya,Idiophone-Struck-bar-wood,1
Unknown,Kenya,Membranophone-double-headed / barrel drum,1
Unknown,Kenya,Membranophone-single-headed / conical drum,1
Unknown,Kenya,Membranophone-single-headed / cylindrical drum,1
Unknown,Kenya,Metal-Implements,1
Unknown,Kenya,Textiles,1
Unknown,Kenya,Textiles-Costumes,1
Unknown,Kenya,Wood-Musical Instruments,1
Unknown,Kosova,Chordophone-Lute-plucked-fretted,1
Unknown,Kuwait,Main dress-Womenswear,1
Unknown,Laos,Textiles-Woven,1
Unknown,Latvian,Portfolio,1
Unknown,Latvian,Print,1
Unknown,Lesotho,Membranophone-single-headed / goblet drum,1
Unknown,Liberia,Chordophone-Harp,1
Unknown,Liberia,Gourd-Implements,1
Unknown,Liberia,Hide-Containers,1
Unknown,Liberia,Idiophone-Shaken-rattle,1
Unknown,Liberia,Idiophone-Struck-bell-clapper,1
Unknown,Liberia,Metal-Sculpture,1
Unknown,Liberia,Textiles-Costumes,1
Unknown,Liberia,Wood-Costumes,1
Unknown,Liberia,Wood-Implements,1
Unknown,Liberia,Wood-Musical Instruments,1
Unknown,Liberia?,Chordophone-Harp,1
Unknown,Liberia?,Chordophone-Lute-bowed,1
Unknown,Lithuanian,Print,1
Unknown,Lower Austria,Glass-Stained,1
Unknown,Luxembourg,Time-based Media,1
Unknown,Macao,Textile,1
Unknown,Macedonia,Aerophone-Blow Hole-end-blown flute (vertical),1
Unknown,Madagascar,Aerophone-Lip Vibrated-trumpet / trombone,1
Unknown,Madagascar,Aerophone-Whistle Flute-whistle,1
Unknown,Madagascar,Apparatus,1
Unknown,Madagascar,Chordophone-Musical Bow,1
Unknown,Madagascar,Chordophone-Zither-plucked,1
Unknown,Madagascar,Chordophone-Zither-plucked-tube,1
Unknown,Madagascar,Idiophone-Concussion,1
Unknown,Madagascar,Membranophone-double-headed / cylindrical drum,1
Unknown,Madagascar,Photographs,1
Unknown,Madagascar,Textiles-Costumes,1
Unknown,Malawi,Wood-Sculpture,1
Unknown,Malaysia,Bark-Containers,1
Unknown,Malaysia,Basketry-Ornaments,1
Unknown,Malaysia,Beads-Costumes,1
Unknown,Malaysia,Chordophone-Lute-plucked-fretted,1
Unknown,Malaysia,Membranophone-single-headed / goblet drum,1
Unknown,Malaysia?,Chordophone-Lute,1
Unknown,Mali,Aerophone-Lip Vibrated,1
Unknown,Mali,Aerophone-Whistle Flute-whistle,1
Unknown,Mali,Beads-Costumes,1
Unknown,Mali,Garment,1
Unknown,Mali,Glass|Negatives,1
Unknown,Mali,Hide-Containers,1
Unknown,Mali,Horn-Ornaments,1
Unknown,Mali,Idiophone-Concussion,1
Unknown,Mali,Idiophone-Struck-bell,1
Unknown,Mali,Membranophone-single-headed / waisted drum,1
Unknown,Mali,Metal-Containers,1
Unknown,Mali,Metal-Musical Instruments,1
Unknown,Mali,Metal-Sculpture|Wood-Sculpture,1
Unknown,Mali,Portfolio,1
Unknown,Mali,Stone-Sculpture,1
Unknown,Mali,Textiles-Beadwork,1
Unknown,Mali,Textiles-Dyed,1
Unknown,Malta,Aerophone-Reed Vibrated-bagpipe,1
Unknown,Mamluk Sultanate (Egypt),Textile,1
Unknown,Mangareva,Stone-Containers,1
Unknown,Mangareva,Wood-Sculpture,1
Unknown,Marquesas Islands,Basketry-Implements,1
Unknown,Marquesas Islands,Bone/Ivory-Implements,1
Unknown,Marquesas Islands,Bone/Ivory-Ornaments,1
Unknown,Marquesas Islands,Bone/Ivory-Sculpture,1
Unknown,Marquesas Islands,Gourd-Containers,1
Unknown,Marquesas Islands,Stone-Implements,1
Unknown,Marquesas Islands,Wood-Containers,1
Unknown,Marshall Islands,Membranophone-single-headed / goblet drum,1
Unknown,Mauritania,Basketry-Ornaments|Jewelry,1
Unknown,Mauritania,Beads-Ornaments|Jewelry,1
Unknown,Mauritania,Membranophone-single-headed / frame drum,1
Unknown,Maya,Sculpture,1
Unknown,Melanesia,Basketry,1
Unknown,Melanesia,Vessels,1
Unknown,Merovingian,Arms and Armor,1
Unknown,Mesoamerica,Jewelry,1
Unknown,Mesoamerica,Stone,1
Unknown,Mesopotamia,Seals,1
Unknown,Mexico (?),Ceramics-Containers,1
Unknown,Mexico (?),Glass,1
Unknown,Mexico (?),Stone-Ornaments,1
Unknown,Mongolia,Aerophone,1
Unknown,Mongolia,Aerophone-Reed Vibrated-single reed conical,1
Unknown,Mongolia,Chordophone-Lute-plucked,1
Unknown,Mongolia?,Idiophone-Shaken,1
Unknown,Montenegro,Aerophone-Blow Hole-end-blown flute (vertical),1
Unknown,Morocco,Accessory-Jewelry,1
Unknown,Morocco,Accessory-Jewelry-Womenswear,1
Unknown,Morocco,Chordophone-Lute-bowed-unfretted,1
Unknown,Morocco,Codices,1
Unknown,Morocco,Main dress-Childrenswear,1
Unknown,Morocco,Main dress-Womenswear,1
Unknown,Morocco,Membranophone,1
Unknown,Morocco,Membranophone-single-headed / frame drum,1
Unknown,Morocco,Membranophone-single-headed / kettle drum,1
Unknown,Morocco,Textiles-Laces,1
Unknown,Morocco,Textiles-Rugs,1
Unknown,Morocco?,Chordophone-Lute-plucked-unfretted,1
Unknown,Morroco,Print,1
Unknown,Mosan,Ivory,1
Unknown,Mozambique,Chordophone-Lute-bowed-unfretted,1
Unknown,Mozambique,Idiophone-Plucked / Depressed,1
Unknown,Mozambique?,Idiophone-Plucked / Depressed,1
Unknown,Mughal India,Drawing,1
Unknown,Mughal India,Embroidery,1
Unknown,Mughal India,Glass,1
Unknown,Mughal India,Rock crystal,1
Unknown,Myanmar,Membranophone-single-headed / goblet drum,1
Unknown,Myanmar (Burma),Aerophone-Whistle Flute-recorder,1
Unknown,Namibia,Beads-Ornaments,1
Unknown,Namibian,Print,1
Unknown,Native North America,Drawing,1
Unknown,Native North America,Implements,1
Unknown,Native North America,Jewelry,1
Unknown,Native North America,Miscellaneous,1
Unknown,Native North American,Basketry,1
Unknown,Native North American,Textile,1
Unknown,Nauru,Basketry-Containers,1
Unknown,Nauru,Shell-Ornaments,1
Unknown,Nepal,Aerophone-Reed Vibrated-double reed,1
Unknown,Nepal,Chordophone-Lute-plucked-unfretted,1
Unknown,Nepal,Idiophone-Concussion,1
Unknown,Nepal,Ivory,1
Unknown,Nepal?,Chordophone-Bowed,1
Unknown,Netherland,Drawing,1
Unknown,Netherlands (?),Print,1
Unknown,Netherlands(?),Arms and Armor,1
Unknown,Netherlands(?),Drawing,1
Unknown,Netherlands?,Aerophone-Lip Vibrated-horn,1
Unknown,Netherlandss,Print,1
Unknown,New Caledonia,Aerophone-Blow Hole-nose flute,1
Unknown,New Caledonia,Aerophone-Lip Vibrated-horn,1
Unknown,New Caledonia,Aerophone-Whistle Flute-flageolet,1
Unknown,New Caledonia,Feathers-Costumes,1
Unknown,New Caledonia,Membranophone-double-headed / barrel drum,1
Unknown,New Caledonia,Stone-Implements,1
Unknown,New Guinea,Arms and Armor,1
Unknown,New Guinea,Chordophone-Lute,1
Unknown,New Guinea,Membranophone-single-headed / goblet drum,1
Unknown,New Guinea,Vessels,1
Unknown,New Guinea (Phillipine?),Aerophone-Blow Hole-side-blown flute (transverse),1
Unknown,New Zealand,Aerophone,1
Unknown,New Zealand,Aerophone-Whistle Flute,1
Unknown,New Zealand,Basketry-Containers,1
Unknown,New Zealand,Idiophone-Plucked / Depressed,1
Unknown,New Zealand,Membranophone,1
Unknown,New Zealand,Textiles-Costumes,1
Unknown,New Zealand,Textiles-Implements|Wood-Implements,1
Unknown,New Zealand,Textiles-Woven,1
Unknown,New Zealand,Wood-Architectural,1
Unknown,New Zealand,Wood-Musical Instruments,1
Unknown,New Zealand?,Idiophone-Plucked / Depressed,1
Unknown,Ngombe,Arms and Armor,1
Unknown,Nicaragua,Chordophone-Lute-plucked-fretted,1
Unknown,Nicaraguan,Painting,1
Unknown,Nicomedia,Coins,1
Unknown,Niederbreisig,Bone,1
Unknown,Niederbreisig,Miscellaneous,1
Unknown,Nigeria (?),Stone-Implements,1
Unknown,Nigeria (?),Stone-Sculpture,1
Unknown,Nigeria (?),Textiles-Costumes,1
Unknown,Nigeria (?),Wood-Sculpture,1
Unknown,Nigeria?,Membranophone-single-headed / kettle drum,1
Unknown,Nigerian,Painting,1
Unknown,Norfolk Island,Accessory,1
Unknown,Norfolk Island,Aerophone-Blow Hole-side-blown flute (transverse),1
Unknown,Norfolk Island,Idiophone-Struck-slit drum,1
Unknown,North Africa,Codices,1
Unknown,North Africa,Jewelry,1
Unknown,North China,Ceramic,1
Unknown,North France,Manuscripts and Illuminations,1
Unknown,North France,Metalwork-Iron,1
Unknown,North France,Metalwork-Silver,1
Unknown,North Germany,Arms and Armor,1
Unknown,North Germany,Sculpture,1
Unknown,North India,Arms and Armor,1
Unknown,North India,Jewelry,1
Unknown,North Italy,Manuscript,1
Unknown,North Netherland,Glass-Stained,1
Unknown,North Netherlands,Ceramics,1
Unknown,North Syria,Sculpture,1
Unknown,Northeast Iran,Textile,1
Unknown,Northeast Italy,Sculpture-Stone,1
Unknown,Northeast Ohio,Drawing,1
Unknown,Northeast Ohio,Print,1
Unknown,Northeastern Europe,Jewelry,1
Unknown,Northwest China,Jade,1
Unknown,Northwest Coast,Sculpture,1
Unknown,Northwest Honduras,Sculpture,1
Unknown,Northwest India,Painting,1
Unknown,Northwest Turkey,Textiles-Rugs,1
Unknown,Northwestern India,Arms and Armor,1
Unknown,Northwestern India,Drawing,1
Unknown,Northwestern India,Enamel,1
Unknown,Northwestern India,Textiles-Embroidered,1
Unknown,Norway,Aerophone-Lip Vibrated-horn,1
Unknown,Norway,Chordophone-Accessories-bow,1
Unknown,Norway,Chordophone-Zither,1
Unknown,Norway,Garment,1
Unknown,Norway,Glass,1
Unknown,Norway,Ivories-Walrus,1
Unknown,Norway,Painting,1
Unknown,Norway,Photograph,1
Unknown,Norway,Sampler,1
Unknown,Norway?,Chordophone-Zither-plucked,1
Unknown,Oceania,Garment,1
Unknown,Oman,Jewelry,1
Unknown,Ostrogothic(?),Jewelry,1
Unknown,Ottoman Turkey,Drawing,1
Unknown,Ottonian,Ivory,1
Unknown,Pakistan,Accessory-Jewelry-Womenswear,1
Unknown,Pakistan,Ceramic,1
Unknown,Pakistan,Chordophone-Lute-plucked-fretted,1
Unknown,Pakistan,Codices,1
Unknown,Pakistan,Jewelry,1
Unknown,Pakistan,Main dress-Womenswear,1
Unknown,Pakistan,Print,1
Unknown,Pakistan,Stone,1
Unknown,Pakistan,Textiles-Rugs,1
Unknown,Pakistan (?),Painting,1
Unknown,Palestine,Embroidery,1
Unknown,Palestine,Miscellaneous,1
Unknown,Palestine,Outerwear-Womenswear,1
Unknown,Palestine,Textiles-Costumes,1
Unknown,Panama,Idiophone-Shaken-crotal bell,1
Unknown,Panama,Idiophone-Shaken-rattle,1
Unknown,Panama,Jewelry,1
Unknown,Panama,Metal-Musical Instruments,1
Unknown,Panama,Metalwork-Aluminum,1
Unknown,Panama,Metalwork-Implements|Metalwork-Gold,1
Unknown,Panama,Textiles-Costumes-Accessories,1
Unknown,Panama,Textiles-Woven,1
Unknown,Panamanian,Print,1
Unknown,Papua New Guinea,Aerophone-Blow Hole-end-blown flute (vertical),1
Unknown,Papua New Guinea,Aerophone-Blow Hole-side-blown flute (transverse),1
Unknown,Papua New Guinea,Aerophone-Free Aerophone,1
Unknown,Papua New Guinea,Aerophone-Lip Vibrated-trumpet / trombone,1
Unknown,Papua New Guinea,Aerophone-Whistle Flute-whistle,1
Unknown,Papua New Guinea,Basketry-Implements,1
Unknown,Papua New Guinea,Beads-Costumes,1
Unknown,Papua New Guinea,Beads-Ornaments,1
Unknown,Papua New Guinea,Ceramics-Implements,1
Unknown,Papua New Guinea,Chordophone-Lute-bowed-unfretted,1
Unknown,Papua New Guinea,Feathers-Ornaments,1
Unknown,Papua New Guinea,Feathers-Sculpture,1
Unknown,Papua New Guinea,Gourd-Containers,1
Unknown,Papua New Guinea,Gourd-Ornaments,1
Unknown,Papua New Guinea,Gourd-Sculpture,1
Unknown,Papua New Guinea,Idiophone-Friction,1
Unknown,Papua New Guinea,Idiophone-Scraped,1
Unknown,Papua New Guinea,Idiophone-Shaken-rattle,1
Unknown,Papua New Guinea,Membranophone-double-headed / cylindrical drum,1
Unknown,Papua New Guinea,Membranophone-single-headed / cylindrical drum,1
Unknown,Papua New Guinea,Shell-Implements,1
Unknown,Papua New Guinea,Textiles-Woven,1
Unknown,Papua New Guinea,Wood-Paintings,1
Unknown,Papua New Guinea,Wood-Sculpture|Wood-Musical Instruments,1
Unknown,Papua New Guinea,Woodwork,1
Unknown,"Papua New Guinea, Prince Alexander Mountains",Wood-Sculpture,1
Unknown,Papua New Guinea?,Idiophone-Stamping,1
Unknown,Pendant: France,Enamel,1
Unknown,Peru (?),Metal-Containers,1
Unknown,Peru?,Idiophone-Struck-bell-clapper,1
Unknown,Peruvian,Print,1
Unknown,Philippine Islands,Idiophone-Concussion,1
Unknown,Philippines,Beads-Costumes,1
Unknown,Philippines,Chordophone,1
Unknown,Philippines,Chordophone-Lute-bowed-unfretted,1
Unknown,Philippines,Chordophone-Lute-plucked-fretted,1
Unknown,Philippines,Glass|Shell-Ornaments|Metal-Ornaments|Textiles-Costumes|Horn-Ornaments,1
Unknown,Philippines,Gourd-Containers,1
Unknown,Philippines,Idiophone-Concussion,1
Unknown,Philippines,Idiophone-Plucked / Depressed,1
Unknown,Philippines,Idiophone-Struck,1
Unknown,Philippines,Idiophone-Struck-bell,1
Unknown,Philippines,Knitting,1
Unknown,Philippines,Membranophone-single-headed / conical drum,1
Unknown,Philippines,Membranophone-single-headed / goblet drum,1
Unknown,Philippines,Metal-Musical Instruments,1
Unknown,Philippines,Metal-Sculpture,1
Unknown,Philippines,Shell-Ornaments,1
Unknown,Philippines,Wood-Ornaments,1
Unknown,Philippines (?),Beads-Ornaments,1
Unknown,Phoenicia,Metalwork,1
Unknown,Plains,Garment,1
Unknown,Plains,Textile,1
Unknown,Poland,Aerophone-Reed Vibrated-bagpipe,1
Unknown,Poland,Arms and Armor,1
Unknown,Poland,Ceramics,1
Unknown,Poland,Mixed Media,1
Unknown,Poland,Textiles-Woven,1
Unknown,Polish,Drawing,1
Unknown,Polish,Painting,1
Unknown,Polish,Sculpture,1
Unknown,Portugal,Aerophone-Blow Hole-panpipe,1
Unknown,Portugal,Ceramic,1
Unknown,Portugal,Chordophone-Lute-plucked,1
Unknown,Portugal,Chordophone-Lute-plucked-unfretted,1
Unknown,Portugal,Drawing,1
Unknown,Portugal,Idiophone-Friction,1
Unknown,Portugal,Print,1
Unknown,Portugal,Sculpture-Architectural-Stone,1
Unknown,Portugal?,Chordophone-Lute-plucked-fretted,1
Unknown,Portuguese,Drawing,1
Unknown,Portuguese,Print,1
Unknown,Portuguese,Sculpture,1
Unknown,Possibly Greece,Aerophone-Blow Hole-end-blown flute (vertical),1
Unknown,Possibly Northern Italy,Furniture and woodwork,1
Unknown,Possibly Sarawak,Idiophone-Plucked / Depressed,1
Unknown,Possibly Syria,Ceramics,1
Unknown,Pre-Columbian,Textile,1
Unknown,Prizrend,Garment,1
Unknown,Probably Egypt,Codices,1
Unknown,Probably Gaul,Enamels-Champlevé,1
Unknown,Probably Germany,Chordophone-Harp,1
Unknown,Probably Iran,Jewelry,1
Unknown,Probably Iraq,Glass,1
Unknown,Probably Sierra Leone,Aerophone-Lip Vibrated-horn,1
Unknown,Pueblo,Ceramic,1
Unknown,Pueblo,Drawing,1
Unknown,Puerto Rico,Drawing,1
Unknown,Puerto Rico,Stone-Implements,1
Unknown,Puerto Rico,Stone-Sculpture,1
Unknown,Rembrandt,Print,1
Unknown,Roman,Decorative Art,1
Unknown,Romania,Ceramic,1
Unknown,Romania,Painting,1
Unknown,Romania?,Aerophone-Blow Hole-end-blown flute (vertical),1
Unknown,Romanian,Drawing,1
Unknown,Romanian,Portfolio,1
Unknown,Rome,Sculpture-Stone,1
Unknown,Russia,Accessory-Waist-Menswear,1
Unknown,Russia,Aerophone-Blow Hole-end-blown flute (vertical),1
Unknown,Russia,Chordophone-Lute-bowed-unfretted,1
Unknown,Russia,Chordophone-Lute-plucked,1
Unknown,Russia,Glass,1
Unknown,Russia,Idiophone,1
Unknown,Russia,Idiophone-Plucked / Depressed,1
Unknown,Russia,Idiophone-Shaken,1
Unknown,Russia,Idiophone-Shaken-jingle,1
Unknown,Russia,Ivory,1
Unknown,Russia,Lacquer,1
Unknown,Russia,Membranophone-double-headed / barrel drum,1
Unknown,Russia,Membranophone-double-headed / cylindro-conical,1
Unknown,Russia,Membranophone-single-headed / frame drum,1
Unknown,Russia,Mixed Media,1
Unknown,Russia,Outerwear-Womenswear,1
Unknown,Russia,Portfolio,1
Unknown,Russia,Rock crystal,1
Unknown,Russia,Textiles-Costumes,1
Unknown,Russia ?,Lace,1
Unknown,Russia Federation,Aerophone-Reed Vibrated,1
Unknown,Russian,Ceramic,1
Unknown,Russian,Decorative Art,1
Unknown,Russian,Jewelry,1
Unknown,Russian Federation,Idiophone-Plucked / Depressed,1
Unknown,Rwanda,Textiles-Implements,1
Unknown,Samoa,Textiles,1
Unknown,Samoa,Textiles-Woven,1
Unknown,Samoa,Wood-Containers,1
Unknown,Sarawak,Chordophone-Bowed,1
Unknown,Sardinia,Sculpture,1
Unknown,Sarmato-Gothic,Jewelry,1
Unknown,Sasanian,Metalwork,1
Unknown,Saudi Arabia,Aerophone-Reed Vibrated-single reed cylindrical,1
Unknown,Saudi Arabia,Chordophone-Lute-bowed-unfretted,1
Unknown,Saudi Arabia,Textiles-Costumes,1
Unknown,Scandanavia ?,Tool,1
Unknown,Scandinavia,Metalwork-Copper,1
Unknown,Scandinavia (?),Arms and Armor,1
Unknown,Seljuk Iran,Ceramic,1
Unknown,Senegal,Chordophone-Harp,1
Unknown,Senegal,Glass|Negatives,1
Unknown,Senegal,Photographs,1
Unknown,Senegambia,Chordophone-Harp,1
Unknown,Serbia,Chordophone-Bowed keyboard,1
Unknown,Serbia,Chordophone-Lute-bowed-unfretted,1
Unknown,Serbia,Idiophone-Struck-bell-clapper,1
Unknown,Sicily(?),Sculpture,1
Unknown,Sierra Leone,Bone/Ivory-Containers,1
Unknown,Sierra Leone,Bone/Ivory-Implements,1
Unknown,Sierra Leone,Chordophone-Lute-bowed-unfretted,1
Unknown,Sierra Leone,Idiophone-Struck-slit drum,1
Unknown,Sierra Leone,Ivory|Ivory/Bone-Vessels,1
Unknown,Sierra Leone,Musical instruments|Ivories-Elephant|Ivory/Bone-Implements,1
Unknown,Sierra Leone,Textiles-Woven,1
Unknown,Sierra Leone,Textiles-Woven-Brocade,1
Unknown,Sierra Leone?,Membranophone-single-headed / goblet drum,1
Unknown,Sino-Tibet,Painting,1
Unknown,Sino-Tibetan,Arms and Armor,1
Unknown,Slovakia,Aerophone-Whistle Flute-flageolet,1
Unknown,Slovenia,Aerophone-Reed Vibrated-single reed cylindrical,1
Unknown,Slovenian,Portfolio,1
Unknown,Slovenian,Print,1
Unknown,Soghdia,Silver,1
Unknown,Solomon Islands,Bark-Sculpture,1
Unknown,Solomon Islands,Basketry-Implements,1
Unknown,Solomon Islands,Gourd-Containers,1
Unknown,Solomon Islands,Idiophone-Plucked / Depressed,1
Unknown,Solomon Islands,Shell-Implements|Textiles-Non-Woven,1
Unknown,Solomon Islands,Shields,1
Unknown,Solomon Islands,Textiles-Non-Woven,1
Unknown,Solomon Islands,Wood-Architectural,1
Unknown,Solomon Islands,Wood-Furniture,1
Unknown,Solomon Islands,Wood-Ornaments,1
Unknown,Somalia,Basketry-Containers,1
Unknown,Sothern Turkmenistan,Textiles-Rugs,1
Unknown,South Africa,Aerophone-Lip Vibrated-trumpet / trombone,1
Unknown,South Africa,Hide-Containers,1
Unknown,South Africa,Idiophone-Shaken-rattle,1
Unknown,South Africa,Paper-Photographs,1
Unknown,South Africa,Sculpture,1
Unknown,South Africa,Textiles-Costumes-Accessories,1
Unknown,South Africa,Wood-Containers,1
Unknown,South Africa,Wood-Vessels,1
Unknown,"South Africa, Africa",Sculpture,1
Unknown,South African,Drawing,1
Unknown,South African,Time-Based Media Art,1
Unknown,South African,Volume,1
Unknown,South America,Print,1
Unknown,South America,Textile,1
Unknown,South East Asia,Sculpture,1
Unknown,South Flanders,Manuscript,1
Unknown,South France,Enamels-Champlevé,1
Unknown,South German,Sculpture,1
Unknown,South Germany,Miscellaneous,1
Unknown,South India,Jewelry,1
Unknown,South India,Painting,1
Unknown,South Italian (Campanian?),Ceramic,1
Unknown,South Italy,Ivory,1
Unknown,South Italy,Jewelry,1
Unknown,South Italy,Manuscript,1
Unknown,South Italy,Sculpture-Architectural,1
Unknown,South Korea,Portfolio,1
Unknown,South Korean,Drawing,1
Unknown,South Korean,Painting,1
Unknown,South Korean,Sculpture,1
Unknown,South Netherlandish,Print,1
Unknown,South Netherlands,Ceramics-Pottery,1
Unknown,South Netherlands,Drawing,1
Unknown,South Netherlands,Enamels-Champlevé,1
Unknown,South Netherlands,Glass,1
Unknown,South Netherlands,Metalwork-Bronze,1
Unknown,South Netherlands,Metalwork-Silver,1
Unknown,South Netherlands,Painting,1
Unknown,South Netherlands,Paintings-Panels,1
Unknown,South Netherlands,Sculpture-Architectural,1
Unknown,South Netherlands,Sculpture-Wood,1
Unknown,South Netherlands,Woodwork|Sculpture|Textiles-Woven|Metalwork-Reliefs|Enamels-Champlevé,1
Unknown,South Sea Islands,Arms and Armor,1
Unknown,Southeast Asia,Metalwork,1
Unknown,Southeast China,Ceramic,1
Unknown,Southwest Iran,Textiles,1
Unknown,Southwestern France,Sculpture,1
Unknown,Southwestern France,Sculpture-Stone,1
Unknown,Southwestern India,Calligraphy,1
Unknown,Southwestern India,Sculpture,1
Unknown,Southwestern Iran,Textiles-Woven,1
Unknown,Spain (Hispano-Flemish),Arms and Armor,1
Unknown,Spain ?,Jewelry,1
Unknown,Spain ?,Lace,1
Unknown,Spain?,Aerophone-Blow Hole-panpipe,1
Unknown,Spain?,Aerophone-Reed Vibrated,1
Unknown,Spain?,Aerophone-Reed Vibrated-single reed cylindrical,1
Unknown,Spain?,Chordophone-Lute-bowed-unfretted,1
Unknown,Sri Lanka,Jewelry,1
Unknown,Sri Lanka,Painting,1
Unknown,Staffordshire,Ceramic,1
Unknown,Sudan,Aerophone-Lip Vibrated,1
Unknown,Sudan,Bone/Ivory-Musical Instruments,1
Unknown,Sudan,Chordophone-Lyre-plucked,1
Unknown,Sudan,Jewelry,1
Unknown,Sudan,Membranophone-double-headed / cylindrical drum,1
Unknown,Sudan,Metal-Implements,1
Unknown,Sudan,Textiles-Beadwork,1
Unknown,Sudan,Textiles-Costumes,1
Unknown,Sudan?,Chordophone-Lute-bowed-unfretted,1
Unknown,Sudan?,Chordophone-Lute-plucked-unfretted,1
Unknown,Sudan?,Chordophone-Lyre-plucked,1
Unknown,Sudan?,Membranophone-double-headed / waisted drum,1
Unknown,Sulawesi,Aerophone-Blow Hole-end-blown flute (vertical),1
Unknown,Sulawesi (Celebes),Chordophone-Lute-bowed-fretted,1
Unknown,Sumatra,Membranophone-single-headed / barrel drum,1
Unknown,Surinam,Membranophone-single-headed / conical drum,1
Unknown,Suriname,Wood-Architectural,1
Unknown,Sweden,Chordophone-Accessories-bow,1
Unknown,Sweden,Chordophone-Bowed keyboard,1
Unknown,Sweden,Chordophone-Lute-bowed-unfretted,1
Unknown,Sweden,Embroidery,1
Unknown,Sweden,Furniture and woodwork,1
Unknown,Sweden,Jewelry,1
